track_id,track_name,track_artist,track_popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0IU79guOo0dUEwCCU0JjJz,Dominica,NAEMS,18,edm,0.638,0.992,5,-1.746,0,0.0468,0.00756,0.361,0.0688,0.302,127.998,153750
1DgVEOwweNRGPdYWsfLDXz,Young & Reckless,Jason Thurell,48,latin,0.805,0.694,1,-6.78,1,0.0581,0.166,0.000116,0.109,0.611,120.022,190000
44NRdYQw7P0GWuiunRv3hr,I Stand Alone,Godsmack,67,rock,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,246040
6lcNs5v4yVyKIBEm4WnTLI,Loud,Ravek,36,edm,0.727,0.725,11,-10.0,0,0.0424,0.0439,0.709,0.178,0.69,126.005,228591
7DSBxP0sGTuEb249LMJSLY,Only Love,Deepend,67,latin,0.647,0.81,2,-5.804,1,0.0521,0.0658,0.00236,0.237,0.648,108.011,172222
098tAg0yjz9ds5oys4MAPG,All In My Head,Tori Kelly,60,r&b,0.675,0.506,6,-7.69,1,0.0857,0.105,0.0,0.0586,0.322,129.884,210895
5njUSJjEOAZI18UPfToQrU,Steine sind Steine,And One,0,pop,0.634,0.753,3,-6.875,0,0.0379,0.0347,0.905,0.0624,0.964,128.018,241413
54vsmEMKau5ZkZay3MsIJk,Who You Are (feat. MIO),Syn Cole,53,edm,0.695,0.827,2,-3.13,1,0.0379,0.0724,0.0,0.0927,0.681,119.957,195000
7f2d3p6nzGFR6874f0E7E7,Pressure,Seth Hills,48,edm,0.708,0.863,9,-4.001,1,0.0606,0.00885,0.366,0.285,0.437,127.981,135586
42REV3P6Mnri7QcIunsUF8,Step Back,Black Paisley,34,rock,0.567,0.896,9,-4.199,1,0.0567,0.000346,0.00153,0.22,0.513,128.006,265151
5TyW3W9NrJA38Pk3sdWq7F,Merengue Que Aloca,Wilfrido Vargas,29,latin,0.662,0.941,3,-4.454,1,0.12,0.0633,1.6e-05,0.0812,0.963,147.293,235515
6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,76,latin,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066,187200
0wQCKR9OFjYu5Kzrk7WivJ,Corazón partío,Alejandro Sanz,74,latin,0.648,0.846,0,-6.731,1,0.0424,0.199,4.23e-06,0.0803,0.815,160.075,343413
0Dxyq4az0B1fUbQWFs8Fct,Higher,Joey Dale,5,edm,0.568,0.907,1,-5.282,1,0.035,0.000237,0.865,0.173,0.155,127.942,187466
39J10NL0mFTAdJbapoo2rC,Poison,Alice Cooper,57,rock,0.304,0.91,2,-6.096,0,0.117,0.0524,3.61e-05,0.111,0.305,118.794,270787
0ooy3NjwsJreceWYCxlfQt,Never Let Me Down Again,Depeche Mode,10,pop,0.599,0.719,0,-12.57,1,0.0288,0.281,0.0514,0.693,0.785,106.08,288000
6TJlN5PKWo1sN5MUmk5T4b,Trying,Madson Project.,23,edm,0.803,0.488,9,-11.884,1,0.0463,0.827,0.256,0.0929,0.131,114.994,183956
7t7oaaj2ZrMgA6evRFZoIh,Bigroom Never Dies - Mix Cut,Hardwell,38,edm,0.688,0.967,8,-4.747,1,0.0531,0.00052,0.0632,0.305,0.225,129.969,169846
5J1c3M4EldCfNxXwrwt8mT,Traicionera,Sebastian Yatra,8,latin,0.776,0.669,11,-4.933,1,0.0638,0.142,0.0,0.219,0.661,91.012,228467
4K8HXYCG5E3f56TqzurIRg,Lamped,Like,21,r&b,0.458,0.757,8,-8.404,0,0.487,0.222,5.9e-06,0.161,0.618,183.978,147500
6Kayke6XzdFL4aSWNQ3TuZ,Don't Tell The Bank (feat. Roshin),Shaun Frank,41,edm,0.789,0.828,11,-5.57,1,0.0791,0.0038,0.543,0.142,0.629,124.042,262746
2QdqJlf2c9lTfv75XcJfuB,Destination Sunrise,Bit Funk,29,latin,0.611,0.838,1,-3.489,1,0.0371,0.00189,0.0525,0.0892,0.431,107.988,198728
25RxRBQozMjDnKryWpnDKh,Whyamisosadallthetime,Molars,8,rock,0.569,0.892,11,-5.887,1,0.0534,0.00168,0.00098,0.175,0.366,88.952,173000
5XNxrqyGeSEpG5SPFeiFUo,Píntame De Colores,Gloria Estefan,31,latin,0.758,0.899,5,-4.476,0,0.145,0.643,0.0,0.104,0.967,96.029,212373
2B9xGEfOdM5meCXc2KM7Ij,Dead of the Night,Strath,34,pop,0.643,0.749,10,-4.867,0,0.0363,0.445,0.309,0.622,0.309,112.492,259124
2Dts49OexROL2KvCK2sokf,What's The Difference,Dr. Dre,12,rap,0.782,0.819,11,-0.158,0,0.251,0.252,0.0,0.133,0.725,91.824,244267
6zo4iy2sdLMWeDf2b7dpPg,Cazal (feat. Miami Yacine),Zuna,45,rap,0.753,0.581,8,-6.406,1,0.303,0.151,0.0,0.0973,0.417,89.863,182788
1SlmnBIvGymszbbmeLYLvV,Blah Blah Blah,Armin van Buuren,50,edm,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519
5sZAwvRpnoOWrQY93LofKp,When It Hurts so Bad,Ms. Lauryn Hill,0,r&b,0.669,0.519,11,-9.932,0,0.278,0.0714,2.05e-05,0.108,0.825,159.877,342200
2QfjV18pg4Ye7Vo4TsSobq,Wait,White Lion,48,rock,0.204,0.794,2,-7.586,1,0.0618,0.00122,0.0,0.148,0.205,149.346,295427
3YMYDQC1hXJGKn84zik5ih,Can't Save Me (feat. Kazi),Sagan,36,edm,0.527,0.883,4,-2.915,1,0.0732,0.0626,0.0,0.0434,0.745,163.007,204847
666NLsbWOUP3Lo0Ji5U0FS,Let Me Hold You,Bow Wow,47,r&b,0.816,0.675,6,-8.23,1,0.198,0.0864,0.000143,0.0793,0.615,151.444,247453
7hKnJYr6Pi237IknfXRn5K,Cold Heart,Luh Kel,60,r&b,0.756,0.588,3,-7.617,0,0.0551,0.253,0.0,0.173,0.637,129.882,134689
0ZFrmkdubhTMeKduvJiLMW,Lost Lake,Boomo,53,latin,0.71,0.519,8,-11.028,1,0.0444,0.000156,0.911,0.0842,0.588,120.007,210875
1hfoihnGAryxcax3xUfhKv,For You,SoMo,1,r&b,0.839,0.465,1,-6.798,1,0.0664,0.327,0.0,0.111,0.578,106.957,163000
1VCEWYRGhRp6yaCFt7GzA9,The Best Crew,Tep No,47,latin,0.677,0.738,6,-6.287,1,0.0467,0.311,0.000144,0.138,0.58,98.963,236786
1oDUsoyto2Yu6hBFxVyMqw,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,0,rock,0.321,0.482,11,-5.955,1,0.0303,0.0137,0.0,0.0693,0.615,201.758,182280
6P2qQ78prHbv52NM8rA9P4,Tattooed Heart,Ronnie Dunn,35,r&b,0.373,0.587,7,-6.996,0,0.0348,0.179,0.0,0.109,0.541,107.918,201200
6wPnh3MpYkt8cxlZf2Bszf,Dancing Cheek to Cheek - I'm in Heaven Radio Edit,Alex Larke,29,edm,0.767,0.879,0,-4.557,1,0.0772,0.321,0.0289,0.0878,0.817,118.013,183051
5xYUKr79Z9SYRVdOkI1UAO,Eiffel Powder - Short Version,Joachim Pastor,38,edm,0.698,0.729,1,-9.095,0,0.0488,0.0147,0.603,0.456,0.177,124.01,263181
6BjqF9DTiAubeE34grUKVq,Hold On,En Vogue,31,r&b,0.727,0.528,1,-8.771,1,0.0585,0.077,0.0,0.344,0.383,96.934,304373
3ZXFLQ4fX0uTWX45BDBLi8,Antigravity,Khrebto,0,edm,0.77,0.94,1,-2.791,1,0.112,0.00361,0.0282,0.492,0.394,130.024,198462
51rdCmgHBzg9HJ7eHjVRK9,ONE OF US,FEVER 333,58,rock,0.645,0.85,7,-4.184,1,0.193,0.00119,0.0,0.241,0.45,90.999,204267
0KPiSFlz5OUCgw7nwvhYWe,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,1,r&b,0.732,0.69,4,-7.745,0,0.174,0.538,9.37e-05,0.191,0.636,117.157,218627
6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,2 Chainz,74,rap,0.822,0.505,7,-7.384,1,0.147,0.0317,0.000911,0.114,0.523,73.003,210200
0HKfe28JBiCJChmtcYrgmO,Higher Love,Odd Chap,38,edm,0.945,0.734,10,-7.216,0,0.133,0.103,0.51,0.0929,0.624,123.976,216353
7nDFTHHwfe32a8qdp9XqPy,False Confidence,Noah Kahan,74,r&b,0.414,0.663,6,-7.77,1,0.0456,0.163,0.0,0.138,0.33,108.98,223400
5a6pdCHlWS2ekOOQ70QnAr,July,Noah Cyrus,88,pop,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,156107
4wmw8hgxfQcRJhFnTD8OGd,Asteroid (Original Mix),Jay Lumen,38,edm,0.783,0.898,11,-5.937,0,0.0449,0.0991,0.876,0.633,0.477,126.003,464000
3oxegYx25mBNgc7zRO7BOS,Cut to Black,Lemaitre,40,pop,0.625,0.546,6,-8.432,1,0.0932,0.0493,0.0337,0.263,0.252,203.972,201827
5HkFTCxSeJ3kGNyQJbT4rJ,Another One Bites The Dust,Queen,47,rock,0.922,0.392,5,-12.083,0,0.122,0.0444,0.165,0.123,0.771,109.878,215933
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,71,rap,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,228240
6dvNENlPXw02bT5TiWiAMi,El Vacile,Systema Solar,35,latin,0.783,0.803,1,-4.77,1,0.0983,0.0445,9.9e-06,0.065,0.841,119.988,222910
2FTj8pmH8Knv821458tZSq,Lost In Stereo,All Time Low,0,pop,0.456,0.964,10,-3.77,1,0.0583,0.00221,0.0,0.241,0.688,150.007,227467
4QPEwDdOMhY7rNS05mTyMR,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,88,latin,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707
2upeA1eDVdtH4t7zUdGULn,Não Demora,Mati,44,rap,0.687,0.545,0,-6.526,0,0.0466,0.637,0.0,0.156,0.351,82.628,166634
0IqWe2tdLQw9Mzf11pNwL4,Seu olhar - Remix,2STRANGE,45,r&b,0.449,0.598,3,-4.92,0,0.269,0.375,0.0,0.105,0.689,48.981,198621
7GsMKEGCSTb0zHqH4qtRN8,Eternamente Amor,Su Presencia,51,latin,0.667,0.867,11,-5.559,0,0.0466,0.046,0.0,0.0772,0.617,96.948,242805
62vIBUC9hTfE4nlT3x90uH,No Te Contaron Mal,You Salsa,62,latin,0.64,0.822,7,-5.312,1,0.036,0.0211,0.0612,0.147,0.562,169.928,278824
7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),Jordin Sparks,63,pop,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,264373
1KsWS1hACIVyT3PeluqkAt,Your Love,Mercer,52,edm,0.744,0.988,1,-2.812,0,0.0548,0.0151,0.00094,0.17,0.816,124.943,200006
7DqrY4tkiK3Nm1DLdYQ5NQ,wowowo - remix,chillwagon,43,rap,0.649,0.659,11,-7.916,0,0.162,0.14,0.0,0.119,0.147,144.075,155009
2mv5o39NxkohAJ9odp37FL,Drink,D. Muñoz,28,r&b,0.806,0.608,10,-5.394,0,0.258,0.143,0.000191,0.0837,0.802,102.027,143739
2kUIOTeKv8ZeT6vh9gh7RF,No Denying,J Hus,70,r&b,0.538,0.725,0,-5.446,1,0.29,0.139,0.0,0.356,0.534,140.087,214547
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,83,r&b,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720
4ecbiEfPKhsWXYKrGhZ18H,Poison (Interlude),Tetengo,18,edm,0.8,0.588,7,-7.24,1,0.0768,0.0946,0.826,0.108,0.907,128.068,31875
6cnufgF6qLJGZT2PRFZBr1,Ain't I - main voc up,Yung L.A.,48,rap,0.662,0.827,11,-3.095,1,0.083,0.151,0.0,0.0908,0.58,77.511,252093
3bZCS8ThTAxMJZavYWOY1z,True Life - Vnv Nation Remix,Lights Of Euphoria,0,pop,0.708,0.898,9,-4.97,1,0.0486,0.0018,0.772,0.0585,0.166,133.964,416893
3dix9ONSeCaR05vk8K2kEQ,Breaking the Law,Judas Priest,27,rock,0.362,0.959,2,-5.653,1,0.0882,0.0249,7.63e-06,0.0694,0.505,164.01,155520
0yf6ORR6kV4iEn6T78XKbZ,Wrong Side of da Tracks,Artifacts,53,rap,0.861,0.56,1,-9.974,1,0.299,0.148,2.7e-05,0.439,0.634,88.299,260200
2MO3mSPBH8U9qalH72vqZ1,Old English,Young Thug,2,rap,0.809,0.801,1,-5.461,1,0.407,0.0408,0.0,0.353,0.744,81.94,201960
1eu6vM3Q8wYKGYZCn26uMb,Backseat,Ari Lennox,56,r&b,0.717,0.709,10,-5.611,0,0.136,0.0386,0.0,0.433,0.651,139.414,219133
1D2QnxvMOac95EG9C0KbsJ,So In Love,Orchestral Manoeuvres In The Dark,53,rock,0.599,0.805,5,-7.07,1,0.0277,0.0863,0.0013,0.566,0.962,120.049,209360
58brvcrp3VivwIxRR8gT6Y,All Over Now,The Cranberries,43,rock,0.529,0.845,0,-5.432,0,0.0294,0.000199,0.174,0.227,0.571,109.093,256387
0QCvWS264OiKsBtq41KBWb,Make Ü Mine,Lucky Luke,55,edm,0.859,0.673,5,-6.212,1,0.253,0.0581,0.00989,0.556,0.23,125.033,218389
7tUEDtHchueeUJTfEFEhii,Right Here - Human Nature Radio Mix,SWV,59,r&b,0.615,0.72,9,-5.16,0,0.0658,0.068,0.0105,0.0889,0.696,94.002,226947
3odZdERAbBVzLelo2K3j1A,Iron Maiden,Ghostface Killah,17,rap,0.762,0.561,8,-11.047,1,0.388,0.407,0.000773,0.425,0.739,102.993,286760
4M0m4FUdc4wD2guhUHogLF,Sharing The Night Together,Dr. Hook,63,rock,0.619,0.686,1,-9.014,0,0.0615,0.644,0.0,0.0996,0.757,76.923,174533
0PfPMNgMQP3vdF6aZU7Gv0,Ау,Gamora,32,rap,0.624,0.876,9,-6.298,1,0.456,0.29,0.0,0.282,0.678,147.924,240041
3yDQCV4v257L3R8iaS9GGb,Chin Check,N.W.A.,0,rap,0.926,0.727,7,-5.503,1,0.241,0.0337,0.000151,0.0834,0.785,99.99,218175
6rHuYlI0PyYjXUuLcLD4bK,Laith,Timna Momentus,33,latin,0.651,0.723,7,-8.136,1,0.0474,0.307,0.923,0.531,0.396,120.01,209000
7noel9mKBqjn6D0OWA3qmK,Cuz You're My Girl,Yung Heazy,56,rock,0.416,0.304,1,-10.744,0,0.0386,0.141,4.15e-06,0.262,0.544,82.448,247137
3DuBDR9bgPOGsHQC8e5N9t,Don't Wanna Love You,Shanice,24,r&b,0.706,0.71,2,-11.686,0,0.0292,0.014,0.15,0.0886,0.961,102.065,271600
6owWrsY92TkKE3CvW2LsM9,Ella Tiene Novio - Remix,"Drako ""El Principe""",51,latin,0.709,0.47,0,-8.718,1,0.272,0.128,5.48e-06,0.416,0.543,170.014,218294
4e1PkxNMtK2BXBJBgzsNTl,Crazy Eights,Futurist,24,pop,0.464,0.586,11,-8.453,0,0.0291,0.178,0.00785,0.14,0.237,89.875,358720
4r4VwcBtZWLgBn0ucRYlEz,It Hurts (There Must Be a Taste of Murder in It),The Lotus Eaters,21,pop,0.633,0.546,4,-13.437,0,0.0314,0.492,0.0168,0.191,0.566,129.663,358520
6gbLpUQtUU8ojzbE9jKt5A,On Somebody,Ava Max,72,latin,0.698,0.742,5,-4.169,0,0.0541,0.0164,3.39e-06,0.158,0.767,137.844,184565
0hrRcmdet5Ey4GqwnM0wBI,Military Fashion Show,And One,0,pop,0.675,0.941,5,-7.595,0,0.0666,0.0897,0.334,0.0973,0.705,132.003,268067
33ecyF2OHCK4HFUSp1hItE,Closer - T-Mass Remix,The Chainsmokers,47,rap,0.7,0.821,8,-4.338,1,0.0444,0.115,0.0,0.0796,0.608,94.952,247520
6fD9YOaHc5Wt4a5X5KYNXF,Moment,Kosling,41,edm,0.545,0.702,2,-5.153,0,0.0489,0.0783,0.0,0.601,0.485,125.01,199440
52hSR5CsLyziuwpZQqd9wI,Devil's in the Backseat,Lostboycrow,57,pop,0.642,0.558,5,-8.401,0,0.0693,0.164,0.0,0.142,0.51,156.053,243462
1AEBHsada30zIIiWnAvHb3,Back To You - Anki Remix,Selena Gomez,45,edm,0.511,0.882,7,-2.62,1,0.0717,0.171,0.0,0.158,0.362,107.928,254852
6SoVI1qSkmyJG95BF5oFtR,Psychic City - Classixx Remix,YACHT,47,pop,0.894,0.569,2,-7.144,1,0.0406,0.0378,9.88e-05,0.0636,0.827,110.005,251381
6AmMdy27fUk2bDGABGcmfz,Lo Bailado,Ximena Sariñana,36,latin,0.907,0.564,9,-7.229,1,0.141,0.15,1.45e-05,0.211,0.82,103.987,173451
6CELFLbg9kgByIRpZ33fY8,Middle School,Blue Wednesday,41,pop,0.778,0.442,6,-13.244,0,0.118,0.445,0.819,0.243,0.934,155.649,144000
3lhmj5XfT5poIR5ozhiDmH,Emily,Two Friends,53,edm,0.663,0.824,7,-4.053,1,0.0585,0.0261,0.0,0.136,0.588,126.055,206490
52EB2Gk1nkxZmbomJOXUde,Are You Lonely (feat. ISÁK),Steve Aoki,47,pop,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,157333
74lnM5V6ecvoTPV0fvptx9,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,78,rap,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400
40kJxdeSmQieEgTgShXumm,Because Of Love,Janet Jackson,40,r&b,0.764,0.878,5,-5.647,0,0.0523,0.287,0.00356,0.18,0.825,112.37,260907
2nVHqZbOGkKWzlcy1aMbE7,Kashmir - 1990 Remaster,Led Zeppelin,69,rock,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,508200
5qXFcR24uZ4u4cbhqX4D34,Пацанская,Oleg Kenzov,14,rap,0.65,0.58,9,-7.779,0,0.278,0.41,0.0,0.118,0.412,171.985,227456
7yEM9hYRsw9R3pJB5W0gxb,Jump,David Guetta,63,edm,0.775,0.941,0,-3.016,1,0.182,0.00106,0.0174,0.0781,0.362,127.997,214219
2ahnofp2LbBWDXcJbMaSTu,What Is Love,Haddaway,70,pop,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373
2gKh5iVlnsnt0LylHVjipl,Otro Dia - Mastiksoul Album Mix,Gregor Salto,0,latin,0.865,0.945,8,-4.676,1,0.0616,0.172,0.00651,0.0765,0.872,128.0,241875
5ZA9ItQp7DyG6pPkSsq3Bn,Eres Mi Sueño,Septeto Acarey,63,latin,0.626,0.801,3,-5.144,0,0.0342,0.261,2.46e-05,0.203,0.903,169.956,300773
4qk35C5lGrStA7N8XiExHt,Love Is Blind,Coleman Hell,43,pop,0.66,0.779,3,-4.625,1,0.0309,0.00746,0.0,0.193,0.559,128.007,173108
45GtpfaI7fg7mSZBQTNJss,Reckless,Hardwell,57,edm,0.618,0.974,6,-3.102,0,0.0994,0.00302,0.267,0.0634,0.112,128.028,148125
4J9f4lTe7j03M7j8rdqVOF,I'm Not Afraid,Jill Scott,26,r&b,0.814,0.472,2,-7.648,1,0.076,0.139,0.0178,0.174,0.544,90.992,205707
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,97,pop,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426
7jctPW5gAlj07A69fzS8m1,Rumor,H.I.N.P (Hot Issue of Ntl. Producers),63,edm,0.741,0.862,9,-3.02,0,0.0816,0.123,1.45e-06,0.353,0.529,101.944,197077
500mvzh7TRZ0YdnVeHhj8b,Light It Up - Remix,Major Lazer,68,pop,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138
7IjdIp3WlQtEnN2BXjr7ov,The Kids Aren't Alright,The Offspring,2,rock,0.52,0.945,1,-4.197,1,0.0335,0.00599,4.97e-05,0.0495,0.807,99.603,179600
4HPTladgOGcGzleMR3I0FK,Carbonated Water,Ski Mask The Slump God,73,rap,0.938,0.559,10,-6.734,1,0.312,0.0546,0.0,0.157,0.76,119.901,141040
40bUx81llF44hfd73XuXe8,Dreamin' of Love,Stevie B,41,latin,0.699,0.661,7,-14.05,1,0.0623,0.0187,0.000576,0.19,0.666,119.997,246933
1Xnn1TPyr5h0hpRAT4B4EA,Bellaquita - Remix,Dalex,87,latin,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733
5ahbge6cAozopYL2EeJg82,Everything's Out In the Open,Johnnie Taylor,34,rap,0.535,0.361,9,-16.82,0,0.0542,0.441,1.25e-05,0.317,0.442,75.795,233667
1I5PbTAcWMqV66XR8B2vzK,Your Wildest Dreams,The Moody Blues,26,rock,0.531,0.696,7,-12.497,1,0.0386,0.312,0.0228,0.293,0.628,141.373,291573
49KpQCADAIEfKnmNa6QUXm,You Love Me,flora cash,56,pop,0.542,0.49,9,-7.455,0,0.0276,0.363,0.0,0.108,0.24,114.041,221640
4JL6SnaG10EkIzuotLyvsW,Usangi - Original Mix,Elio & Sylvester,0,latin,0.751,0.885,3,-5.933,1,0.0452,0.000324,0.892,0.138,0.383,127.011,348481
6ZL0SPKgUnLs7VwNrlSvXt,Yarim,Hasibe,66,latin,0.772,0.903,1,-5.022,1,0.137,0.00626,0.0,0.0559,0.552,111.988,172350
7JmPqImeW3kLoYVNBA9v11,If It Isn't Love,New Edition,57,r&b,0.588,0.856,5,-12.418,0,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,309840
6ZMda6mscE8eRkuwlw8yFB,Bedsitter,Soft Cell,18,pop,0.63,0.526,7,-9.121,1,0.0389,0.316,0.00538,0.0747,0.61,145.271,215333
5GAt39DKWl50YEvTmKmtmK,Es Por Tí,Juanes,0,latin,0.695,0.764,4,-6.084,1,0.0264,0.187,2.71e-05,0.172,0.836,129.945,252693
7623p8KZ24WTeO0NeIb4tV,My Name Is Not Susan,Whitney Houston,45,r&b,0.787,0.899,7,-7.896,1,0.0562,0.178,0.0,0.358,0.536,101.098,279840
5ym4GENsMc7VbZVYyulq84,Roll Some Mo,Lucky Daye,28,r&b,0.405,0.508,11,-9.028,1,0.0596,0.258,0.0479,0.142,0.371,74.701,292885
7qrBYrivpvfXUPBMmqh3dA,5:32pm,The Deli,70,latin,0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383,136914
0elXIl26ZrovBULLTrEGK6,Habits of My Heart - EP Version,Jaymes Young,66,pop,0.392,0.498,9,-7.63,0,0.117,0.665,0.000118,0.34,0.59,72.048,210639
6AdD7ReUe1mk5ixLfGnSwO,Stardust,Lucas & Steve,0,edm,0.578,0.963,8,-2.337,0,0.158,0.0254,1.13e-05,0.0604,0.509,126.075,175000
0bHs3ly4Bv5BlzE3KrePfX,Golden,Jill Scott,53,r&b,0.769,0.558,10,-6.232,0,0.0828,0.275,1.06e-06,0.0758,0.593,100.007,231560
4nTYxxF8iWBq54LO3dBUie,Rhythm Nation,Janet Jackson,50,r&b,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,330933
4nOGwuxFp5LIFe2Nj476xH,It Was A Good Day,Ice Cube,2,rap,0.795,0.745,5,-5.411,0,0.143,0.322,4.15e-05,0.221,0.811,82.383,260000
0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,Scorpions,14,pop,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,252493
5yCL2cAXj3gxZGfcKSzp7W,Carita Bonita,Erre XI,0,latin,0.784,0.904,4,-4.899,0,0.125,0.175,7.48e-06,0.327,0.818,102.001,254907
45RKuwuzuvvGQGj8rQYjbp,Damelo (You got what I want) - Original Mix,Gregor Salto,3,latin,0.819,0.647,2,-8.594,1,0.109,0.0313,0.0882,0.0757,0.297,128.021,333750
7F91NxkoCwU6MPP4SjO8hs,Heavy Lies The Crown,Royse,38,latin,0.703,0.562,0,-3.583,1,0.0434,0.22,0.0,0.24,0.45,110.001,200867
3B0YejTqwvGvUPrD0MAngl,Good Enough - Original Mix,HIIO,0,edm,0.706,0.94,8,-4.13,1,0.115,0.0115,0.807,0.418,0.52,127.996,350000
1rCcsYnmqbMYdkG7kS9GC5,Speechless (feat. Erika Sirola),Robin Schulz,78,pop,0.574,0.728,1,-4.777,1,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,214942
0kcCjSaPCL7B4X4Jf9o54D,Faya,Genairo Nvilla,6,latin,0.522,0.919,2,-6.954,1,0.0868,0.0019,0.76,0.0757,0.53,126.026,291619
6ppRLoJ9FETtXtxWmYhcVd,Sexy Movimiento,Wisin & Yandel,52,latin,0.816,0.757,10,-6.147,0,0.0381,0.377,5.68e-06,0.143,0.74,104.985,213013
2LKlHBPHxLG5ArAXfF148n,Lemon - Edit,N.E.R.D,58,r&b,0.805,0.71,1,-6.642,1,0.309,0.000881,2.64e-05,0.358,0.147,190.044,146907
4Ghq7XXreyLUJmmRBGlbbw,Afroman,Plastilina Mosh,43,latin,0.651,0.862,1,-9.363,0,0.0814,0.623,1.42e-05,0.56,0.82,104.138,219000
03sno6MIkoVX5eC4pRKMzr,Stranger,MOTHXR,49,pop,0.603,0.688,8,-5.515,1,0.0358,0.0117,0.75,0.0941,0.561,94.991,195000
1foA2rJVr7vaBfFIDVeexw,Cake,Lloyd Banks,0,rap,0.553,0.862,9,-5.521,0,0.506,0.158,0.0,0.109,0.716,123.743,166253
57i3M29DWoo7RDk0Tf0LZG,Daylight,Matt and Kim,65,pop,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,171333
3Ye7HMeHdQqpyCkhkGckYu,Kiss You Back - Single Version,Digital Underground,0,r&b,0.845,0.648,9,-10.685,0,0.113,0.0386,0.0,0.223,0.794,113.086,221467
5tqZJUHEuqdN12RZVq2l9p,Hold On,The Internet,59,r&b,0.7,0.414,0,-10.864,1,0.0373,0.849,0.0606,0.107,0.444,60.479,406467
6NUga6kum23a1B0CP81huS,Picture Me,C-Murder,23,rap,0.704,0.462,6,-7.93,0,0.201,0.00033,0.00206,0.0654,0.529,79.118,235267
5yiG4odwEfH4x6kORHoC7j,Una Cita,Alkilados,0,latin,0.794,0.83,10,-6.285,1,0.138,0.267,0.0,0.731,0.763,96.007,190124
2eInlKQuv2NarQXpaNmXbV,Freeze Time vs Dare You [Mix Cut] - Hardwell Mashup,Manse,31,edm,0.43,0.692,5,-7.5,1,0.0382,0.0404,0.000692,0.159,0.223,127.761,187360
4MzySNjSdv9ZegSD13IVNV,"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny",James Vincent McMorrow,62,r&b,0.549,0.177,11,-15.09,1,0.0363,0.877,0.0056,0.681,0.18,113.379,271406
0FZvr22qlD6sEJ0RDJWmvE,Supertwister,Camel,38,rock,0.353,0.33,2,-15.964,0,0.0407,0.586,0.959,0.15,0.29,130.989,198680
3U9yv46nVSn3PkLsVcNIcA,Who Gon Stop Me,JAY-Z,9,edm,0.594,0.73,0,-4.638,0,0.159,0.0408,0.000164,0.715,0.378,133.88,256707
2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,Joan Jett & The Blackhearts,67,rock,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,246800
7KQ8sdFIWCCDXIcQDEeuzC,useless,RUFUS,44,pop,0.808,0.342,4,-11.743,1,0.0368,0.111,1.02e-06,0.0847,0.486,91.987,156522
